2026-05-29 16:10:33 | INFO     | ai_gen_reimbursement_docs.pipeline | [WEB-Local] gen-all全流程模式：按依赖顺序执行...
2026-05-29 16:10:51 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [fpa_EI_【地市后台】垂直行业营销-垂直行业管理-垂直行业管理-垂直行业列表数据查询-界面开发]（第 1/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:10:53 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [fpa_EI_【地市后台】垂直行业营销-垂直行业管理-垂直行业管理-垂直行业列表数据查询-界面开发]（第 2/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:10:58 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [fpa_EI_【地市后台】垂直行业营销-垂直行业管理-垂直行业管理-垂直行业列表数据查询-界面开发]（第 3/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:10:58 | WARNING  | ai_gen_reimbursement_docs.gen_fpa | [WEB-Local] LLM 调用失败 [fpa_EI_【地市后台】垂直行业营销-垂直行业管理-垂直行业管理-垂直行业列表数据查询-界面开发]: AI 调用失败，已重试 3 次仍无法完成。请检查网络连接、API Key 和端点配置。
2026-05-29 16:10:58 | WARNING  | ai_gen_reimbursement_docs.gen_fpa | [WEB-Local] FPA AI 填充完成: AI 填充 3/112 行，l3_modules_ai__limit=3 跳过 109 行
2026-05-29 16:10:58 | INFO     | ai_gen_reimbursement_docs.gen_fpa | [WEB-Local] FPA MD 已填充: md\1.3.gen-fpa-AI填充-FPA.md
2026-05-29 16:10:58 | INFO     | ai_gen_reimbursement_docs.gen_fpa | [WEB-Local] 第1.4步：从 FPA MD 生成 Excel...
2026-05-29 16:10:58 | INFO     | ai_gen_reimbursement_docs.gen_fpa | [WEB-Local] FPA工作量评估已生成: 闽市移需【202501】17658 号-关于构建垂直行业场景化营销的需求（和乐业）-FPA工作量评估.xlsx (112 行)
2026-05-29 16:10:58 | INFO     | ai_gen_reimbursement_docs.pipeline | [WEB-Local] FPA工作量评估已生成: 闽市移需【202501】17658 号-关于构建垂直行业场景化营销的需求（和乐业）-FPA工作量评估.xlsx
2026-05-29 16:10:58 | INFO     | ai_gen_reimbursement_docs.pipeline | [WEB-Local] 第2步：生成项目需求说明书...
2026-05-29 16:10:58 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 第2.1步：spec 功能需求章节-模板 MD 已生成: md\2.1.gen-spec-SPEC-功能需求章节-模板.md (19 个模块)
2026-05-29 16:10:58 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 第2.2步：AI 填充 spec 功能需求章节 MD
2026-05-29 16:10:58 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 仅对前 3 个功能过程调用 AI，超过的保留原文
2026-05-29 16:10:59 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [spec_添加垂直行业]（第 1/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:02 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [spec_添加垂直行业]（第 2/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:07 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [spec_添加垂直行业]（第 3/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:07 | WARNING  | ai_gen_reimbursement_docs.gen_spec | [WEB-Local]   [1] AI 失败: AI 调用失败，已重试 3 次仍无法完成。请检查网络连接、API Key 和端点配置。
2026-05-29 16:11:08 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [spec_垂直行业列表数据查询]（第 1/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:10 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [spec_垂直行业列表数据查询]（第 2/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:16 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [spec_垂直行业列表数据查询]（第 3/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:16 | WARNING  | ai_gen_reimbursement_docs.gen_spec | [WEB-Local]   [2] AI 失败: AI 调用失败，已重试 3 次仍无法完成。请检查网络连接、API Key 和端点配置。
2026-05-29 16:11:17 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [spec_编辑垂直行业]（第 1/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:20 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [spec_编辑垂直行业]（第 2/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:25 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [spec_编辑垂直行业]（第 3/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:25 | WARNING  | ai_gen_reimbursement_docs.gen_spec | [WEB-Local]   [3] AI 失败: AI 调用失败，已重试 3 次仍无法完成。请检查网络连接、API Key 和端点配置。
2026-05-29 16:11:25 | WARNING  | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] AI 填充 spec 功能需求章节 MD: md\2.2.gen-spec-AI填充-SPEC-功能需求章节.md（AI 填充 3 个，跳过 53 个，限制 3）
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 第2.3步：开始生成项目需求说明书.docx...
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 占位符 [{{文档标题}}] → 16 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 占位符 [{{文档类别}}] → 7 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 占位符 [{{公司名}}] → 6 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 占位符 [{{文档日期}}] → 8 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 占位符 [{{总体描述}}] → 99 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 占位符 [{{建设目标}}] → 88 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 占位符 [{{建设必要性}}] → 89 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 占位符 [{{系统概况}}] → 131 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 占位符 [{{调整因子中的功能概述}}] → 192 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 占位符 [{{调整因子中的可靠性描述}}] → 518 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 表格占位符 [{{调整因子中的子系统名称}}] → 16 字
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 项目需求说明书已生成: cosmic文档\附件1-闽市移需【202501】17658 号-关于构建垂直行业场景化营销的需求（和乐业）项目需求说明书V1.0.0.docx
2026-05-29 16:11:25 | INFO     | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 第2.4步：自动更新项目需求说明书目录
2026-05-29 16:11:27 | WARNING  | ai_gen_reimbursement_docs.gen_spec | [WEB-Local] 项目需求说明书目录：自动更新目录失败: (-2147352567, '发生意外。', (0, 'Microsoft Word', '很抱歉，找不到您的文件。该项目是否已移动、重命名或删除?\r ("C:\\...\\附件1-闽市移需【202501】17658 号-关于构建...")', 'wdmain11.chm', 24654, -2146823114), None)
2026-05-29 16:11:27 | INFO     | ai_gen_reimbursement_docs.pipeline | [WEB-Local] 项目需求说明书已生成: cosmic文档\【提醒】请手动更新整个目录 附件1-闽市移需【202501】17658 号-关于构建垂直行业场景化营销的需求（和乐业）项目需求说明书V1.0.0.docx
2026-05-29 16:11:27 | INFO     | ai_gen_reimbursement_docs.pipeline | [WEB-Local] 第3步：生成项目功能点拆分表...
2026-05-29 16:11:27 | INFO     | ai_gen_reimbursement_docs.pipeline | [WEB-Local] 第3.1步：生成FPA核减后的工作量 MD ...
2026-05-29 16:11:28 | INFO     | ai_gen_reimbursement_docs.pipeline | [WEB-Local] FPA核减后的工作量已保存: md\3.1.gen-cosmic-FPA核减后的工作量-总和.md (168.0)
2026-05-29 16:11:28 | INFO     | ai_gen_reimbursement_docs.gen_cosmic | [WEB-Local] 第3.2步：生成 COSMIC 模板 MD...
2026-05-29 16:11:28 | DEBUG    | ai_gen_reimbursement_docs.excel_source | [WEB-Local] 从表格解析到模块层级: 3个一级模块, 8个二级模块, 19个三级模块
2026-05-29 16:11:28 | INFO     | ai_gen_reimbursement_docs.gen_cosmic | [WEB-Local] COSMIC 模板 MD 已生成: md\3.2.gen-cosmic-COSMIC-模板.md
2026-05-29 16:11:28 | INFO     | ai_gen_reimbursement_docs.gen_cosmic | [WEB-Local] 第3.3步：AI 填充 COSMIC 数据...
2026-05-29 16:11:28 | DEBUG    | ai_gen_reimbursement_docs.gen_cosmic | [WEB-Local] MODEL: deepseek-v4-flash[1m]  BASE URL: https://api.deepseek.com/anthropic  API Key: 已设置
2026-05-29 16:11:28 | DEBUG    | ai_gen_reimbursement_docs.cosmic_md | [WEB-Local] 正在AI填充 19 个三级模块的COSMIC数据...
2026-05-29 16:11:28 | DEBUG    | ai_gen_reimbursement_docs.cosmic_ai | [WEB-Local] MAX_TOKENS = 6000
2026-05-29 16:11:28 | INFO     | ai_gen_reimbursement_docs.cosmic_ai | [WEB-Local] 仅对前 3 个三级模块调用 AI，超过的跳过
2026-05-29 16:11:28 | INFO     | ai_gen_reimbursement_docs.cosmic_ai | [WEB-Local] 仅对前 3 个功能过程调用 AI，超过的跳过
2026-05-29 16:11:28 | INFO     | ai_gen_reimbursement_docs.cosmic_ai | [WEB-Local]   [1/19] 垂直行业营销 > 垂直行业管理 > 垂直行业管理...
2026-05-29 16:11:28 | DEBUG    | ai_gen_reimbursement_docs.cosmic_ai | [WEB-Local] AI提示词已保存: 日志\ai_prompts\20260529_161128_垂直行业营销_垂直行业管理_垂直行业管理_generate_cosmic_prompt.md
2026-05-29 16:11:29 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [cosmic_1]（第 1/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:32 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [cosmic_1]（第 2/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:36 | WARNING  | ai_gen_reimbursement_docs.llm_client | [WEB-Local] LLM 调用失败 [cosmic_1]（第 3/3 次）: Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****here is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-05-29 16:11:36 | WARNING  | ai_gen_reimbursement_docs.cosmic_ai | [WEB-Local]   [1/19] → 出错: AI 调用失败，已重试 3 次仍无法完成。请检查网络连接、API Key 和端点配置。
2026-05-29 16:24:59 | WARNING  | ai_gen_reimbursement_docs.cosmic_ai | [WEB-Local] COSMIC AI 填充完成: AI 调用 1/19 个模块，gen_cosmic_ai_limit=3 跳过 18 个模块，共 49 个功能过程
2026-05-29 16:24:59 | WARNING  | ai_gen_reimbursement_docs.cosmic_ai | [WEB-Local] ❌ 1 个模块解析失败:
2026-05-29 16:24:59 | WARNING  | ai_gen_reimbursement_docs.cosmic_ai | [WEB-Local]   • 垂直行业营销>垂直行业管理>垂直行业管理: 
2026-05-29 16:24:59 | DEBUG    | ai_gen_reimbursement_docs.cosmic_md | [WEB-Local] 已填充MD生成: md\3.3.gen-cosmic-AI填充-COSMIC.md
2026-05-29 16:24:59 | DEBUG    | ai_gen_reimbursement_docs.cosmic_md | [WEB-Local] MD已更新: md\3.3.gen-cosmic-AI填充-COSMIC.md
2026-05-29 16:24:59 | INFO     | ai_gen_reimbursement_docs.gen_cosmic | [WEB-Local] COSMIC MD 已填充: md\3.3.gen-cosmic-AI填充-COSMIC.md
2026-05-29 16:24:59 | INFO     | ai_gen_reimbursement_docs.gen_cosmic | [WEB-Local] 第3.4步：从 COSMIC MD 生成 Excel...
2026-05-29 16:24:59 | INFO     | ai_gen_reimbursement_docs.cosmic_md | [WEB-Local] 从模板解析到 49 个功能过程骨架
2026-05-29 16:24:59 | INFO     | ai_gen_reimbursement_docs | [WEB] 后台任务已取消: session=f4d9b24a
2026-05-29 16:24:59 | INFO     | ai_gen_reimbursement_docs.cosmic_writer | [WEB-Local] 源数据已保存: 日志\source_data\20260529_162459_excel_source.json
2026-05-29 16:25:00 | DEBUG    | ai_gen_reimbursement_docs.cosmic_writer | [WEB-Local] Restored footer note at row 55
2026-05-29 16:25:00 | INFO     | ai_gen_reimbursement_docs.cosmic_writer | [WEB-Local] 写入 49 行数据到 cosmic文档\附件2-闽市移需【202501】17658 号-关于构建垂直行业场景化营销的需求（和乐业）项目功能点拆分表V1.0.0.xlsx
2026-05-29 16:25:00 | DEBUG    | ai_gen_reimbursement_docs.cosmic_writer | [WEB-Local] 从模板恢复了 1 条页脚备注
2026-05-29 16:25:00 | INFO     | ai_gen_reimbursement_docs.cosmic_writer | [WEB-Local] 环境图 sheet 已更新: 建设目标=有, 建设必要性=有
2026-05-29 16:25:00 | INFO     | ai_gen_reimbursement_docs.gen_cosmic | [WEB-Local] 项目功能点拆分表已生成: cosmic文档\附件2-闽市移需【202501】17658 号-关于构建垂直行业场景化营销的需求（和乐业）项目功能点拆分表V1.0.0.xlsx (49 个功能过程)
2026-05-29 16:25:00 | INFO     | ai_gen_reimbursement_docs.excel_source | [WEB-Local] 第3.5步：写入 CFP 总和
2026-05-29 16:25:00 | INFO     | ai_gen_reimbursement_docs.excel_source | [WEB-Local] CFP 总和已写入: md\3.5.gen-cosmic-CFP-总和.md（0.0）
2026-05-29 16:25:00 | INFO     | ai_gen_reimbursement_docs | [WEB-Local] 任务已停止: 任务已被用户停止
